| distributed init (rank 1): env://
dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: online_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-online_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: online_vq_refinement_False
saver_name_pre: online_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -1.9611, rec_loss 0.0274, lpips_loss 0.2688, g_loss -0.1617, disc_weight 0.4000, disc_adaptive_weight 13.6120, d_loss 2.3744, logits_real 0.1243, logits_fake 0.1583,
Train Epoch: [1/5] Iters:[910/20018] gen_loss 0.0438, rec_loss 0.0290, lpips_loss 0.2551, g_loss -0.0744, disc_weight 0.4000, disc_adaptive_weight 3.2281, d_loss 0.4361, logits_real 0.0754, logits_fake 0.0744,
Train Epoch: [1/5] Iters:[920/20018] gen_loss 0.0319, rec_loss 0.0290, lpips_loss 0.2533, g_loss -0.0741, disc_weight 0.4000, disc_adaptive_weight 3.3768, d_loss 0.4353, logits_real 0.0751, logits_fake 0.0739,
Train Epoch: [1/5] Iters:[930/20018] gen_loss 0.0409, rec_loss 0.0292, lpips_loss 0.2536, g_loss -0.0741, disc_weight 0.4000, disc_adaptive_weight 3.2669, d_loss 0.4348, logits_real 0.0747, logits_fake 0.0741,
Train Epoch: [1/5] Iters:[940/20018] gen_loss 0.0425, rec_loss 0.0292, lpips_loss 0.2533, g_loss -0.0740, disc_weight 0.4000, disc_adaptive_weight 3.2540, d_loss 0.4342, logits_real 0.0746, logits_fake 0.0741,
Train Epoch: [1/5] Iters:[950/20018] gen_loss 0.0393, rec_loss 0.0288, lpips_loss 0.2522, g_loss -0.0737, disc_weight 0.4000, disc_adaptive_weight 3.2867, d_loss 0.4332, logits_real 0.0741, logits_fake 0.0734,
Train Epoch: [1/5] Iters:[960/20018] gen_loss 0.0472, rec_loss 0.0289, lpips_loss 0.2531, g_loss -0.0733, disc_weight 0.4000, disc_adaptive_weight 3.2082, d_loss 0.4325, logits_real 0.0733, logits_fake 0.0730,
Train Epoch: [1/5] Iters:[970/20018] gen_loss 0.0551, rec_loss 0.0291, lpips_loss 0.2544, g_loss -0.0728, disc_weight 0.4000, disc_adaptive_weight 3.1398, d_loss 0.4317, logits_real 0.0728, logits_fake 0.0725,
Train Epoch: [1/5] Iters:[980/20018] gen_loss 0.0564, rec_loss 0.0289, lpips_loss 0.2540, g_loss -0.0721, disc_weight 0.4000, disc_adaptive_weight 3.1487, d_loss 0.4310, logits_real 0.0724, logits_fake 0.0718,
Train Epoch: [1/5] Iters:[990/20018] gen_loss 0.0594, rec_loss 0.0289, lpips_loss 0.2530, g_loss -0.0714, disc_weight 0.4000, disc_adaptive_weight 3.1224, d_loss 0.4305, logits_real 0.0716, logits_fake 0.0712,
Train Epoch: [1/5] Iters:[1000/20018] gen_loss 0.0665, rec_loss 0.0292, lpips_loss 0.2531, g_loss -0.0707, disc_weight 0.4000, disc_adaptive_weight 3.0572, d_loss 0.4300, logits_real 0.0711, logits_fake 0.0707,
Train Epoch: [1/5] Iters:[1010/20018] gen_loss 0.0568, rec_loss 0.0289, lpips_loss 0.2517, g_loss -0.0698, disc_weight 0.4000, disc_adaptive_weight 3.2083, d_loss 0.4290, logits_real 0.0705, logits_fake 0.0699,
Train Epoch: [1/5] Iters:[1020/20018] gen_loss 0.0554, rec_loss 0.0289, lpips_loss 0.2517, g_loss -0.0693, disc_weight 0.4000, disc_adaptive_weight 3.2504, d_loss 0.4282, logits_real 0.0697, logits_fake 0.0692,
Train Epoch: [1/5] Iters:[1030/20018] gen_loss 0.0481, rec_loss 0.0290, lpips_loss 0.2523, g_loss -0.0688, disc_weight 0.4000, disc_adaptive_weight 3.3902, d_loss 0.4276, logits_real 0.0690, logits_fake 0.0686,
Train Epoch: [1/5] Iters:[1040/20018] gen_loss 0.0394, rec_loss 0.0295, lpips_loss 0.2542, g_loss -0.0684, disc_weight 0.4000, disc_adaptive_weight 3.5730, d_loss 0.4270, logits_real 0.0685, logits_fake 0.0680,
Train Epoch: [1/5] Iters:[1050/20018] gen_loss 0.0316, rec_loss 0.0292, lpips_loss 0.2536, g_loss -0.0679, disc_weight 0.4000, disc_adaptive_weight 3.7067, d_loss 0.4264, logits_real 0.0680, logits_fake 0.0674,
Train Epoch: [1/5] Iters:[1060/20018] gen_loss 0.0303, rec_loss 0.0292, lpips_loss 0.2534, g_loss -0.0675, disc_weight 0.4000, disc_adaptive_weight 3.7457, d_loss 0.4263, logits_real 0.0676, logits_fake 0.0670,
Train Epoch: [1/5] Iters:[1070/20018] gen_loss 0.0425, rec_loss 0.0289, lpips_loss 0.2532, g_loss -0.0670, disc_weight 0.4000, disc_adaptive_weight 3.5796, d_loss 0.4258, logits_real 0.0674, logits_fake 0.0668,
Train Epoch: [1/5] Iters:[1080/20018] gen_loss 0.0502, rec_loss 0.0288, lpips_loss 0.2527, g_loss -0.0666, disc_weight 0.4000, disc_adaptive_weight 3.4760, d_loss 0.4252, logits_real 0.0671, logits_fake 0.0667,
Train Epoch: [1/5] Iters:[1090/20018] gen_loss 0.0669, rec_loss 0.0286, lpips_loss 0.2518, g_loss -0.0663, disc_weight 0.4000, disc_adaptive_weight 3.2239, d_loss 0.4245, logits_real 0.0669, logits_fake 0.0664,
Train Epoch: [1/5] Iters:[1100/20018] gen_loss 0.0713, rec_loss 0.0287, lpips_loss 0.2522, g_loss -0.0660, disc_weight 0.4000, disc_adaptive_weight 3.1762, d_loss 0.4239, logits_real 0.0667, logits_fake 0.0661,
Train Epoch: [1/5] Iters:[1110/20018] gen_loss 0.0718, rec_loss 0.0286, lpips_loss 0.2508, g_loss -0.0658, disc_weight 0.4000, disc_adaptive_weight 3.1574, d_loss 0.4234, logits_real 0.0666, logits_fake 0.0660,
Train Epoch: [1/5] Iters:[1120/20018] gen_loss 0.0549, rec_loss 0.0294, lpips_loss 0.2510, g_loss -0.0657, disc_weight 0.4000, disc_adaptive_weight 3.4345, d_loss 0.4233, logits_real 0.0663, logits_fake 0.0659,
Train Epoch: [1/5] Iters:[1130/20018] gen_loss 0.0567, rec_loss 0.0292, lpips_loss 0.2504, g_loss -0.0655, disc_weight 0.4000, disc_adaptive_weight 3.4074, d_loss 0.4231, logits_real 0.0663, logits_fake 0.0656,
Train Epoch: [1/5] Iters:[1140/20018] gen_loss 0.0522, rec_loss 0.0298, lpips_loss 0.2517, g_loss -0.0650, disc_weight 0.4000, disc_adaptive_weight 3.5311, d_loss 0.4227, logits_real 0.0659, logits_fake 0.0653,
Train Epoch: [1/5] Iters:[1150/20018] gen_loss 0.0518, rec_loss 0.0298, lpips_loss 0.2518, g_loss -0.0649, disc_weight 0.4000, disc_adaptive_weight 3.5457, d_loss 0.4226, logits_real 0.0657, logits_fake 0.0651,
Train Epoch: [1/5] Iters:[1160/20018] gen_loss 0.0658, rec_loss 0.0306, lpips_loss 0.2541, g_loss -0.0646, disc_weight 0.4000, disc_adaptive_weight 3.3953, d_loss 0.4221, logits_real 0.0654, logits_fake 0.0646,
Train Epoch: [1/5] Iters:[1170/20018] gen_loss 0.0712, rec_loss 0.0296, lpips_loss 0.2533, g_loss -0.0643, disc_weight 0.4000, disc_adaptive_weight 3.2968, d_loss 0.4216, logits_real 0.0652, logits_fake 0.0644,
Train Epoch: [1/5] Iters:[1180/20018] gen_loss 0.0789, rec_loss 0.0296, lpips_loss 0.2518, g_loss -0.0640, disc_weight 0.4000, disc_adaptive_weight 3.1623, d_loss 0.4209, logits_real 0.0648, logits_fake 0.0642,
Train Epoch: [1/5] Iters:[1190/20018] gen_loss 0.0856, rec_loss 0.0296, lpips_loss 0.2509, g_loss -0.0638, disc_weight 0.4000, disc_adaptive_weight 3.0533, d_loss 0.4206, logits_real 0.0645, logits_fake 0.0636,
Train Epoch: [1/5] Iters:[1200/20018] gen_loss 0.1019, rec_loss 0.0299, lpips_loss 0.2510, g_loss -0.0630, disc_weight 0.4000, disc_adaptive_weight 2.8371, d_loss 0.4201, logits_real 0.0639, logits_fake 0.0631,
Train Epoch: [1/5] Iters:[1210/20018] gen_loss 0.1028, rec_loss 0.0293, lpips_loss 0.2496, g_loss -0.0626, disc_weight 0.4000, disc_adaptive_weight 2.8081, d_loss 0.4200, logits_real 0.0634, logits_fake 0.0628,
Train Epoch: [1/5] Iters:[1220/20018] gen_loss 0.1063, rec_loss 0.0297, lpips_loss 0.2491, g_loss -0.0619, disc_weight 0.4000, disc_adaptive_weight 2.7817, d_loss 0.4194, logits_real 0.0626, logits_fake 0.0616,
Train Epoch: [1/5] Iters:[1230/20018] gen_loss 0.1091, rec_loss 0.0306, lpips_loss 0.2512, g_loss -0.0612, disc_weight 0.4000, disc_adaptive_weight 2.8240, d_loss 0.4191, logits_real 0.0619, logits_fake 0.0606,
Train Epoch: [1/5] Iters:[1240/20018] gen_loss 0.1133, rec_loss 0.0304, lpips_loss 0.2514, g_loss -0.0607, disc_weight 0.4000, disc_adaptive_weight 2.7827, d_loss 0.4190, logits_real 0.0614, logits_fake 0.0605,
Train Epoch: [1/5] Iters:[1250/20018] gen_loss 0.1054, rec_loss 0.0302, lpips_loss 0.2509, g_loss -0.0606, disc_weight 0.4000, disc_adaptive_weight 2.9034, d_loss 0.4186, logits_real 0.0610, logits_fake 0.0599,
Train Epoch: [1/5] Iters:[1260/20018] gen_loss 0.1044, rec_loss 0.0308, lpips_loss 0.2520, g_loss -0.0602, disc_weight 0.4000, disc_adaptive_weight 2.9663, d_loss 0.4183, logits_real 0.0608, logits_fake 0.0596,
Train Epoch: [1/5] Iters:[1270/20018] gen_loss 0.1051, rec_loss 0.0307, lpips_loss 0.2519, g_loss -0.0599, disc_weight 0.4000, disc_adaptive_weight 2.9747, d_loss 0.4182, logits_real 0.0605, logits_fake 0.0596,
Train Epoch: [1/5] Iters:[1280/20018] gen_loss 0.1017, rec_loss 0.0303, lpips_loss 0.2520, g_loss -0.0596, disc_weight 0.4000, disc_adaptive_weight 3.0361, d_loss 0.4181, logits_real 0.0603, logits_fake 0.0595,
Train Epoch: [1/5] Iters:[1290/20018] gen_loss 0.0924, rec_loss 0.0304, lpips_loss 0.2529, g_loss -0.0595, disc_weight 0.4000, disc_adaptive_weight 3.2153, d_loss 0.4178, logits_real 0.0601, logits_fake 0.0593,
Train Epoch: [1/5] Iters:[1300/20018] gen_loss 0.0900, rec_loss 0.0306, lpips_loss 0.2528, g_loss -0.0592, disc_weight 0.4000, disc_adaptive_weight 3.2706, d_loss 0.4176, logits_real 0.0601, logits_fake 0.0590,
Train Epoch: [1/5] Iters:[1310/20018] gen_loss 0.0830, rec_loss 0.0305, lpips_loss 0.2533, g_loss -0.0590, disc_weight 0.4000, disc_adaptive_weight 3.4044, d_loss 0.4172, logits_real 0.0596, logits_fake 0.0588,
Train Epoch: [1/5] Iters:[1320/20018] gen_loss 0.0804, rec_loss 0.0309, lpips_loss 0.2548, g_loss -0.0589, disc_weight 0.4000, disc_adaptive_weight 3.4839, d_loss 0.4172, logits_real 0.0599, logits_fake 0.0589,
Train Epoch: [1/5] Iters:[1330/20018] gen_loss 0.0821, rec_loss 0.0305, lpips_loss 0.2535, g_loss -0.0589, disc_weight 0.4000, disc_adaptive_weight 3.4282, d_loss 0.4168, logits_real 0.0600, logits_fake 0.0589,
Train Epoch: [1/5] Iters:[1340/20018] gen_loss 0.0906, rec_loss 0.0300, lpips_loss 0.2516, g_loss -0.0586, disc_weight 0.4000, disc_adaptive_weight 3.2603, d_loss 0.4162, logits_real 0.0597, logits_fake 0.0587,
Train Epoch: [1/5] Iters:[1350/20018] gen_loss 0.0966, rec_loss 0.0299, lpips_loss 0.2512, g_loss -0.0583, disc_weight 0.4000, disc_adaptive_weight 3.1686, d_loss 0.4158, logits_real 0.0594, logits_fake 0.0585,
Train Epoch: [1/5] Iters:[1360/20018] gen_loss 0.0937, rec_loss 0.0293, lpips_loss 0.2492, g_loss -0.0580, disc_weight 0.4000, disc_adaptive_weight 3.1875, d_loss 0.4156, logits_real 0.0594, logits_fake 0.0584,
Train Epoch: [1/5] Iters:[1370/20018] gen_loss 0.0907, rec_loss 0.0293, lpips_loss 0.2484, g_loss -0.0578, disc_weight 0.4000, disc_adaptive_weight 3.2365, d_loss 0.4152, logits_real 0.0590, logits_fake 0.0581,
Train Epoch: [1/5] Iters:[1380/20018] gen_loss 0.0870, rec_loss 0.0294, lpips_loss 0.2492, g_loss -0.0576, disc_weight 0.4000, disc_adaptive_weight 3.3299, d_loss 0.4150, logits_real 0.0586, logits_fake 0.0578,
Train Epoch: [1/5] Iters:[1390/20018] gen_loss 0.0784, rec_loss 0.0297, lpips_loss 0.2491, g_loss -0.0575, disc_weight 0.4000, disc_adaptive_weight 3.4924, d_loss 0.4150, logits_real 0.0585, logits_fake 0.0575,
Train Epoch: [1/5] Iters:[1400/20018] gen_loss 0.0684, rec_loss 0.0303, lpips_loss 0.2505, g_loss -0.0573, disc_weight 0.4000, disc_adaptive_weight 3.7094, d_loss 0.4150, logits_real 0.0584, logits_fake 0.0574,
Train Epoch: [1/5] Iters:[1410/20018] gen_loss 0.0797, rec_loss 0.0310, lpips_loss 0.2518, g_loss -0.0571, disc_weight 0.4000, disc_adaptive_weight 3.5609, d_loss 0.4150, logits_real 0.0581, logits_fake 0.0570,
Train Epoch: [1/5] Iters:[1420/20018] gen_loss 0.0894, rec_loss 0.0306, lpips_loss 0.2526, g_loss -0.0570, disc_weight 0.4000, disc_adaptive_weight 3.4043, d_loss 0.4149, logits_real 0.0581, logits_fake 0.0570,
Train Epoch: [1/5] Iters:[1430/20018] gen_loss 0.0824, rec_loss 0.0307, lpips_loss 0.2524, g_loss -0.0568, disc_weight 0.4000, disc_adaptive_weight 3.5371, d_loss 0.4147, logits_real 0.0581, logits_fake 0.0569,
Train Epoch: [1/5] Iters:[1440/20018] gen_loss 0.0821, rec_loss 0.0306, lpips_loss 0.2528, g_loss -0.0566, disc_weight 0.4000, disc_adaptive_weight 3.5599, d_loss 0.4143, logits_real 0.0580, logits_fake 0.0568,
Train Epoch: [1/5] Iters:[1450/20018] gen_loss 0.0798, rec_loss 0.0298, lpips_loss 0.2511, g_loss -0.0566, disc_weight 0.4000, disc_adaptive_weight 3.5613, d_loss 0.4139, logits_real 0.0579, logits_fake 0.0568,
Train Epoch: [1/5] Iters:[1460/20018] gen_loss 0.0680, rec_loss 0.0295, lpips_loss 0.2508, g_loss -0.0565, disc_weight 0.4000, disc_adaptive_weight 3.7649, d_loss 0.4135, logits_real 0.0577, logits_fake 0.0568,
Train Epoch: [1/5] Iters:[1470/20018] gen_loss 0.0684, rec_loss 0.0297, lpips_loss 0.2496, g_loss -0.0562, disc_weight 0.4000, disc_adaptive_weight 3.7499, d_loss 0.4133, logits_real 0.0575, logits_fake 0.0565,
Train Epoch: [1/5] Iters:[1480/20018] gen_loss 0.0616, rec_loss 0.0298, lpips_loss 0.2488, g_loss -0.0558, disc_weight 0.4000, disc_adaptive_weight 3.8961, d_loss 0.4130, logits_real 0.0570, logits_fake 0.0559,
Train Epoch: [1/5] Iters:[1490/20018] gen_loss 0.0670, rec_loss 0.0299, lpips_loss 0.2494, g_loss -0.0553, disc_weight 0.4000, disc_adaptive_weight 3.8465, d_loss 0.4128, logits_real 0.0563, logits_fake 0.0553,
Train Epoch: [1/5] Iters:[1500/20018] gen_loss 0.0651, rec_loss 0.0297, lpips_loss 0.2493, g_loss -0.0550, disc_weight 0.4000, disc_adaptive_weight 3.8962, d_loss 0.4126, logits_real 0.0560, logits_fake 0.0549,
Train Epoch: [1/5] Iters:[1510/20018] gen_loss 0.0725, rec_loss 0.0304, lpips_loss 0.2513, g_loss -0.0547, disc_weight 0.4000, disc_adaptive_weight 3.8358, d_loss 0.4125, logits_real 0.0557, logits_fake 0.0546,
Train Epoch: [1/5] Iters:[1520/20018] gen_loss 0.0622, rec_loss 0.0304, lpips_loss 0.2515, g_loss -0.0543, disc_weight 0.4000, disc_adaptive_weight 4.0509, d_loss 0.4123, logits_real 0.0553, logits_fake 0.0543,
Train Epoch: [1/5] Iters:[1530/20018] gen_loss 0.0777, rec_loss 0.0305, lpips_loss 0.2529, g_loss -0.0543, disc_weight 0.4000, disc_adaptive_weight 3.7913, d_loss 0.4122, logits_real 0.0552, logits_fake 0.0543,
Train Epoch: [1/5] Iters:[1540/20018] gen_loss 0.0741, rec_loss 0.0309, lpips_loss 0.2528, g_loss -0.0543, disc_weight 0.4000, disc_adaptive_weight 3.8592, d_loss 0.4120, logits_real 0.0552, logits_fake 0.0544,
Train Epoch: [1/5] Iters:[1550/20018] gen_loss 0.0895, rec_loss 0.0315, lpips_loss 0.2531, g_loss -0.0540, disc_weight 0.4000, disc_adaptive_weight 3.6153, d_loss 0.4120, logits_real 0.0549, logits_fake 0.0540,
Train Epoch: [1/5] Iters:[1560/20018] gen_loss 0.0951, rec_loss 0.0308, lpips_loss 0.2517, g_loss -0.0533, disc_weight 0.4000, disc_adaptive_weight 3.5100, d_loss 0.4118, logits_real 0.0545, logits_fake 0.0536,
Train Epoch: [1/5] Iters:[1570/20018] gen_loss 0.1010, rec_loss 0.0308, lpips_loss 0.2527, g_loss -0.0531, disc_weight 0.4000, disc_adaptive_weight 3.4413, d_loss 0.4116, logits_real 0.0541, logits_fake 0.0530,
Train Epoch: [1/5] Iters:[1580/20018] gen_loss 0.0995, rec_loss 0.0307, lpips_loss 0.2510, g_loss -0.0525, disc_weight 0.4000, disc_adaptive_weight 3.4797, d_loss 0.4114, logits_real 0.0534, logits_fake 0.0524,
Train Epoch: [1/5] Iters:[1590/20018] gen_loss 0.1033, rec_loss 0.0306, lpips_loss 0.2505, g_loss -0.0519, disc_weight 0.4000, disc_adaptive_weight 3.4411, d_loss 0.4114, logits_real 0.0530, logits_fake 0.0517,
Train Epoch: [1/5] Iters:[1600/20018] gen_loss 0.1025, rec_loss 0.0306, lpips_loss 0.2525, g_loss -0.0514, disc_weight 0.4000, disc_adaptive_weight 3.5321, d_loss 0.4112, logits_real 0.0525, logits_fake 0.0512,
Train Epoch: [1/5] Iters:[1610/20018] gen_loss 0.1011, rec_loss 0.0308, lpips_loss 0.2522, g_loss -0.0513, disc_weight 0.4000, disc_adaptive_weight 3.5651, d_loss 0.4110, logits_real 0.0522, logits_fake 0.0510,
Train Epoch: [1/5] Iters:[1620/20018] gen_loss 0.1009, rec_loss 0.0314, lpips_loss 0.2519, g_loss -0.0511, disc_weight 0.4000, disc_adaptive_weight 3.5904, d_loss 0.4110, logits_real 0.0520, logits_fake 0.0508,
Train Epoch: [1/5] Iters:[1630/20018] gen_loss 0.1046, rec_loss 0.0312, lpips_loss 0.2524, g_loss -0.0509, disc_weight 0.4000, disc_adaptive_weight 3.5310, d_loss 0.4111, logits_real 0.0519, logits_fake 0.0508,
Train Epoch: [1/5] Iters:[1640/20018] gen_loss 0.1102, rec_loss 0.0309, lpips_loss 0.2522, g_loss -0.0506, disc_weight 0.4000, disc_adaptive_weight 3.4248, d_loss 0.4109, logits_real 0.0516, logits_fake 0.0505,
Train Epoch: [1/5] Iters:[1650/20018] gen_loss 0.1019, rec_loss 0.0305, lpips_loss 0.2498, g_loss -0.0507, disc_weight 0.4000, disc_adaptive_weight 3.5304, d_loss 0.4107, logits_real 0.0514, logits_fake 0.0504,
Train Epoch: [1/5] Iters:[1660/20018] gen_loss 0.0993, rec_loss 0.0303, lpips_loss 0.2495, g_loss -0.0505, disc_weight 0.4000, disc_adaptive_weight 3.5745, d_loss 0.4106, logits_real 0.0514, logits_fake 0.0503,
Train Epoch: [1/5] Iters:[1670/20018] gen_loss 0.1080, rec_loss 0.0299, lpips_loss 0.2502, g_loss -0.0504, disc_weight 0.4000, disc_adaptive_weight 3.4206, d_loss 0.4105, logits_real 0.0514, logits_fake 0.0503,
Train Epoch: [1/5] Iters:[1680/20018] gen_loss 0.1165, rec_loss 0.0305, lpips_loss 0.2508, g_loss -0.0500, disc_weight 0.4000, disc_adaptive_weight 3.2984, d_loss 0.4102, logits_real 0.0513, logits_fake 0.0500,
Train Epoch: [1/5] Iters:[1690/20018] gen_loss 0.1062, rec_loss 0.0304, lpips_loss 0.2516, g_loss -0.0496, disc_weight 0.4000, disc_adaptive_weight 3.5601, d_loss 0.4100, logits_real 0.0510, logits_fake 0.0495,
Train Epoch: [1/5] Iters:[1700/20018] gen_loss 0.1128, rec_loss 0.0305, lpips_loss 0.2518, g_loss -0.0490, disc_weight 0.4000, disc_adaptive_weight 3.4717, d_loss 0.4099, logits_real 0.0506, logits_fake 0.0491,
Train Epoch: [1/5] Iters:[1710/20018] gen_loss 0.1153, rec_loss 0.0308, lpips_loss 0.2518, g_loss -0.0488, disc_weight 0.4000, disc_adaptive_weight 3.4472, d_loss 0.4098, logits_real 0.0500, logits_fake 0.0487,
Train Epoch: [1/5] Iters:[1720/20018] gen_loss 0.1096, rec_loss 0.0306, lpips_loss 0.2504, g_loss -0.0485, disc_weight 0.4000, disc_adaptive_weight 3.5403, d_loss 0.4096, logits_real 0.0497, logits_fake 0.0483,
Train Epoch: [1/5] Iters:[1730/20018] gen_loss 0.1005, rec_loss 0.0303, lpips_loss 0.2506, g_loss -0.0485, disc_weight 0.4000, disc_adaptive_weight 3.7317, d_loss 0.4096, logits_real 0.0494, logits_fake 0.0482,
Train Epoch: [1/5] Iters:[1740/20018] gen_loss 0.1123, rec_loss 0.0307, lpips_loss 0.2514, g_loss -0.0486, disc_weight 0.4000, disc_adaptive_weight 3.4974, d_loss 0.4096, logits_real 0.0493, logits_fake 0.0483,
Train Epoch: [1/5] Iters:[1750/20018] gen_loss 0.1154, rec_loss 0.0310, lpips_loss 0.2519, g_loss -0.0485, disc_weight 0.4000, disc_adaptive_weight 3.4585, d_loss 0.4095, logits_real 0.0491, logits_fake 0.0482,
Train Epoch: [1/5] Iters:[1760/20018] gen_loss 0.1155, rec_loss 0.0303, lpips_loss 0.2514, g_loss -0.0479, disc_weight 0.4000, disc_adaptive_weight 3.4757, d_loss 0.4095, logits_real 0.0489, logits_fake 0.0478,
Train Epoch: [1/5] Iters:[1770/20018] gen_loss 0.1164, rec_loss 0.0308, lpips_loss 0.2527, g_loss -0.0472, disc_weight 0.4000, disc_adaptive_weight 3.5435, d_loss 0.4094, logits_real 0.0482, logits_fake 0.0472,
Train Epoch: [1/5] Iters:[1780/20018] gen_loss 0.1115, rec_loss 0.0304, lpips_loss 0.2514, g_loss -0.0467, disc_weight 0.4000, disc_adaptive_weight 3.6570, d_loss 0.4092, logits_real 0.0477, logits_fake 0.0466,
Train Epoch: [1/5] Iters:[1790/20018] gen_loss 0.1031, rec_loss 0.0305, lpips_loss 0.2506, g_loss -0.0462, disc_weight 0.4000, disc_adaptive_weight 3.8697, d_loss 0.4089, logits_real 0.0471, logits_fake 0.0459,
Train Epoch: [1/5] Iters:[1800/20018] gen_loss 0.0980, rec_loss 0.0302, lpips_loss 0.2512, g_loss -0.0459, disc_weight 0.4000, disc_adaptive_weight 4.0112, d_loss 0.4089, logits_real 0.0468, logits_fake 0.0455,
Train Epoch: [1/5] Iters:[1810/20018] gen_loss 0.1088, rec_loss 0.0314, lpips_loss 0.2527, g_loss -0.0459, disc_weight 0.4000, disc_adaptive_weight 3.8347, d_loss 0.4088, logits_real 0.0466, logits_fake 0.0455,
Train Epoch: [1/5] Iters:[1820/20018] gen_loss 0.1104, rec_loss 0.0307, lpips_loss 0.2514, g_loss -0.0457, disc_weight 0.4000, disc_adaptive_weight 3.7606, d_loss 0.4087, logits_real 0.0466, logits_fake 0.0456,
Train Epoch: [1/5] Iters:[1830/20018] gen_loss 0.1156, rec_loss 0.0312, lpips_loss 0.2529, g_loss -0.0458, disc_weight 0.4000, disc_adaptive_weight 3.6828, d_loss 0.4087, logits_real 0.0469, logits_fake 0.0459,
Train Epoch: [1/5] Iters:[1840/20018] gen_loss 0.1197, rec_loss 0.0315, lpips_loss 0.2530, g_loss -0.0459, disc_weight 0.4000, disc_adaptive_weight 3.5944, d_loss 0.4086, logits_real 0.0471, logits_fake 0.0460,
Train Epoch: [1/5] Iters:[1850/20018] gen_loss 0.1195, rec_loss 0.0321, lpips_loss 0.2533, g_loss -0.0458, disc_weight 0.4000, disc_adaptive_weight 3.6244, d_loss 0.4084, logits_real 0.0471, logits_fake 0.0460,
Train Epoch: [1/5] Iters:[1860/20018] gen_loss 0.1083, rec_loss 0.0314, lpips_loss 0.2513, g_loss -0.0457, disc_weight 0.4000, disc_adaptive_weight 3.8143, d_loss 0.4083, logits_real 0.0472, logits_fake 0.0459,
Train Epoch: [1/5] Iters:[1870/20018] gen_loss 0.1087, rec_loss 0.0326, lpips_loss 0.2538, g_loss -0.0458, disc_weight 0.4000, disc_adaptive_weight 3.8813, d_loss 0.4082, logits_real 0.0472, logits_fake 0.0458,
Train Epoch: [1/5] Iters:[1880/20018] gen_loss 0.1180, rec_loss 0.0327, lpips_loss 0.2534, g_loss -0.0454, disc_weight 0.4000, disc_adaptive_weight 3.7005, d_loss 0.4081, logits_real 0.0468, logits_fake 0.0454,
Train Epoch: [1/5] Iters:[1890/20018] gen_loss 0.1265, rec_loss 0.0319, lpips_loss 0.2529, g_loss -0.0450, disc_weight 0.4000, disc_adaptive_weight 3.5138, d_loss 0.4079, logits_real 0.0467, logits_fake 0.0452,
