dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: vanilla_vq
use_multiscale: True
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-vanilla_vq_transplant_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.2.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32_1
loss_pre: loss_1.0_1.0_0.0_0.5
training_pre: vanilla_vq_refinement_True
saver_name_pre: vanilla_vq_refinement_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant3/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1113, rec_loss 0.0325, lpips_loss 0.2073, g_loss -0.0632, disc_weight 0.5000, disc_adaptive_weight 2.0471, d_loss 2.5515, logits_real 0.0722, logits_fake 0.0633,
Train Epoch: [1/5] Iters:[930/20018] gen_loss 0.2140, rec_loss 0.0330, lpips_loss 0.2048, g_loss -0.0094, disc_weight 0.5000, disc_adaptive_weight 2.5376, d_loss 0.5373, logits_real 0.0092, logits_fake 0.0093,
Train Epoch: [1/5] Iters:[940/20018] gen_loss 0.2139, rec_loss 0.0329, lpips_loss 0.2049, g_loss -0.0092, disc_weight 0.5000, disc_adaptive_weight 2.5834, d_loss 0.5365, logits_real 0.0090, logits_fake 0.0091,
Train Epoch: [1/5] Iters:[950/20018] gen_loss 0.2128, rec_loss 0.0326, lpips_loss 0.2040, g_loss -0.0089, disc_weight 0.5000, disc_adaptive_weight 2.6427, d_loss 0.5361, logits_real 0.0086, logits_fake 0.0088,
Train Epoch: [1/5] Iters:[960/20018] gen_loss 0.2139, rec_loss 0.0326, lpips_loss 0.2046, g_loss -0.0086, disc_weight 0.5000, disc_adaptive_weight 2.6795, d_loss 0.5352, logits_real 0.0082, logits_fake 0.0085,
Train Epoch: [1/5] Iters:[970/20018] gen_loss 0.2167, rec_loss 0.0330, lpips_loss 0.2058, g_loss -0.0084, disc_weight 0.5000, disc_adaptive_weight 2.6140, d_loss 0.5345, logits_real 0.0080, logits_fake 0.0083,
Train Epoch: [1/5] Iters:[980/20018] gen_loss 0.2171, rec_loss 0.0330, lpips_loss 0.2060, g_loss -0.0080, disc_weight 0.5000, disc_adaptive_weight 2.7553, d_loss 0.5340, logits_real 0.0077, logits_fake 0.0080,
Train Epoch: [1/5] Iters:[990/20018] gen_loss 0.2174, rec_loss 0.0330, lpips_loss 0.2053, g_loss -0.0077, disc_weight 0.5000, disc_adaptive_weight 2.7134, d_loss 0.5331, logits_real 0.0077, logits_fake 0.0075,
Train Epoch: [1/5] Iters:[1000/20018] gen_loss 0.2177, rec_loss 0.0332, lpips_loss 0.2051, g_loss -0.0076, disc_weight 0.5000, disc_adaptive_weight 2.7192, d_loss 0.5326, logits_real 0.0075, logits_fake 0.0076,
Train Epoch: [1/5] Iters:[1010/20018] gen_loss 0.2166, rec_loss 0.0329, lpips_loss 0.2041, g_loss -0.0073, disc_weight 0.5000, disc_adaptive_weight 2.7838, d_loss 0.5317, logits_real 0.0075, logits_fake 0.0075,
Train Epoch: [1/5] Iters:[1020/20018] gen_loss 0.2162, rec_loss 0.0328, lpips_loss 0.2039, g_loss -0.0071, disc_weight 0.5000, disc_adaptive_weight 2.8440, d_loss 0.5314, logits_real 0.0074, logits_fake 0.0076,
Train Epoch: [1/5] Iters:[1030/20018] gen_loss 0.2166, rec_loss 0.0330, lpips_loss 0.2045, g_loss -0.0074, disc_weight 0.5000, disc_adaptive_weight 2.7919, d_loss 0.5303, logits_real 0.0073, logits_fake 0.0077,
Train Epoch: [1/5] Iters:[1040/20018] gen_loss 0.2187, rec_loss 0.0334, lpips_loss 0.2057, g_loss -0.0075, disc_weight 0.5000, disc_adaptive_weight 2.6921, d_loss 0.5299, logits_real 0.0071, logits_fake 0.0079,
Train Epoch: [1/5] Iters:[1050/20018] gen_loss 0.2183, rec_loss 0.0331, lpips_loss 0.2052, g_loss -0.0076, disc_weight 0.5000, disc_adaptive_weight 2.6129, d_loss 0.5287, logits_real 0.0073, logits_fake 0.0078,
Train Epoch: [1/5] Iters:[1060/20018] gen_loss 0.2182, rec_loss 0.0331, lpips_loss 0.2048, g_loss -0.0075, disc_weight 0.5000, disc_adaptive_weight 2.5953, d_loss 0.5280, logits_real 0.0072, logits_fake 0.0077,
Train Epoch: [1/5] Iters:[1070/20018] gen_loss 0.2203, rec_loss 0.0327, lpips_loss 0.2054, g_loss -0.0074, disc_weight 0.5000, disc_adaptive_weight 2.4099, d_loss 0.5273, logits_real 0.0071, logits_fake 0.0075,
Train Epoch: [1/5] Iters:[1080/20018] gen_loss 0.2217, rec_loss 0.0327, lpips_loss 0.2051, g_loss -0.0069, disc_weight 0.5000, disc_adaptive_weight 2.3812, d_loss 0.5269, logits_real 0.0067, logits_fake 0.0071,
Train Epoch: [1/5] Iters:[1090/20018] gen_loss 0.2212, rec_loss 0.0325, lpips_loss 0.2045, g_loss -0.0064, disc_weight 0.5000, disc_adaptive_weight 2.4941, d_loss 0.5263, logits_real 0.0064, logits_fake 0.0066,
Train Epoch: [1/5] Iters:[1100/20018] gen_loss 0.2231, rec_loss 0.0327, lpips_loss 0.2053, g_loss -0.0059, disc_weight 0.5000, disc_adaptive_weight 2.5151, d_loss 0.5262, logits_real 0.0059, logits_fake 0.0061,
Train Epoch: [1/5] Iters:[1110/20018] gen_loss 0.2234, rec_loss 0.0325, lpips_loss 0.2046, g_loss -0.0057, disc_weight 0.5000, disc_adaptive_weight 2.4001, d_loss 0.5256, logits_real 0.0055, logits_fake 0.0059,
Train Epoch: [1/5] Iters:[1120/20018] gen_loss 0.2237, rec_loss 0.0333, lpips_loss 0.2047, g_loss -0.0057, disc_weight 0.5000, disc_adaptive_weight 2.4826, d_loss 0.5256, logits_real 0.0054, logits_fake 0.0058,
Train Epoch: [1/5] Iters:[1130/20018] gen_loss 0.2241, rec_loss 0.0331, lpips_loss 0.2044, g_loss -0.0056, disc_weight 0.5000, disc_adaptive_weight 2.3938, d_loss 0.5250, logits_real 0.0054, logits_fake 0.0057,
Train Epoch: [1/5] Iters:[1140/20018] gen_loss 0.2263, rec_loss 0.0338, lpips_loss 0.2054, g_loss -0.0055, disc_weight 0.5000, disc_adaptive_weight 2.3200, d_loss 0.5247, logits_real 0.0055, logits_fake 0.0056,
Train Epoch: [1/5] Iters:[1150/20018] gen_loss 0.2253, rec_loss 0.0338, lpips_loss 0.2055, g_loss -0.0057, disc_weight 0.5000, disc_adaptive_weight 2.4197, d_loss 0.5241, logits_real 0.0057, logits_fake 0.0057,
Train Epoch: [1/5] Iters:[1160/20018] gen_loss 0.2280, rec_loss 0.0349, lpips_loss 0.2074, g_loss -0.0057, disc_weight 0.5000, disc_adaptive_weight 2.4721, d_loss 0.5242, logits_real 0.0056, logits_fake 0.0057,
Train Epoch: [1/5] Iters:[1170/20018] gen_loss 0.2264, rec_loss 0.0340, lpips_loss 0.2065, g_loss -0.0056, disc_weight 0.5000, disc_adaptive_weight 2.4621, d_loss 0.5233, logits_real 0.0056, logits_fake 0.0057,
Train Epoch: [1/5] Iters:[1180/20018] gen_loss 0.2249, rec_loss 0.0337, lpips_loss 0.2051, g_loss -0.0056, disc_weight 0.5000, disc_adaptive_weight 2.4155, d_loss 0.5230, logits_real 0.0056, logits_fake 0.0057,
Train Epoch: [1/5] Iters:[1190/20018] gen_loss 0.2245, rec_loss 0.0338, lpips_loss 0.2050, g_loss -0.0056, disc_weight 0.5000, disc_adaptive_weight 2.5833, d_loss 0.5227, logits_real 0.0053, logits_fake 0.0057,
Train Epoch: [1/5] Iters:[1200/20018] gen_loss 0.2255, rec_loss 0.0340, lpips_loss 0.2052, g_loss -0.0055, disc_weight 0.5000, disc_adaptive_weight 2.5958, d_loss 0.5225, logits_real 0.0051, logits_fake 0.0056,
Train Epoch: [1/5] Iters:[1210/20018] gen_loss 0.2244, rec_loss 0.0333, lpips_loss 0.2042, g_loss -0.0053, disc_weight 0.5000, disc_adaptive_weight 2.5896, d_loss 0.5219, logits_real 0.0050, logits_fake 0.0055,
Train Epoch: [1/5] Iters:[1220/20018] gen_loss 0.2251, rec_loss 0.0338, lpips_loss 0.2035, g_loss -0.0048, disc_weight 0.5000, disc_adaptive_weight 2.5918, d_loss 0.5216, logits_real 0.0047, logits_fake 0.0051,
Train Epoch: [1/5] Iters:[1230/20018] gen_loss 0.2275, rec_loss 0.0349, lpips_loss 0.2050, g_loss -0.0046, disc_weight 0.5000, disc_adaptive_weight 2.7923, d_loss 0.5214, logits_real 0.0043, logits_fake 0.0048,
Train Epoch: [1/5] Iters:[1240/20018] gen_loss 0.2275, rec_loss 0.0345, lpips_loss 0.2046, g_loss -0.0045, disc_weight 0.5000, disc_adaptive_weight 2.6080, d_loss 0.5213, logits_real 0.0043, logits_fake 0.0046,
Train Epoch: [1/5] Iters:[1250/20018] gen_loss 0.2267, rec_loss 0.0342, lpips_loss 0.2036, g_loss -0.0044, disc_weight 0.5000, disc_adaptive_weight 2.6098, d_loss 0.5208, logits_real 0.0042, logits_fake 0.0044,
Train Epoch: [1/5] Iters:[1260/20018] gen_loss 0.2277, rec_loss 0.0348, lpips_loss 0.2045, g_loss -0.0047, disc_weight 0.5000, disc_adaptive_weight 2.5633, d_loss 0.5204, logits_real 0.0043, logits_fake 0.0046,
Train Epoch: [1/5] Iters:[1270/20018] gen_loss 0.2270, rec_loss 0.0347, lpips_loss 0.2051, g_loss -0.0049, disc_weight 0.5000, disc_adaptive_weight 2.6574, d_loss 0.5199, logits_real 0.0044, logits_fake 0.0048,
Train Epoch: [1/5] Iters:[1280/20018] gen_loss 0.2273, rec_loss 0.0342, lpips_loss 0.2049, g_loss -0.0048, disc_weight 0.5000, disc_adaptive_weight 2.4804, d_loss 0.5195, logits_real 0.0044, logits_fake 0.0046,
Train Epoch: [1/5] Iters:[1290/20018] gen_loss 0.2290, rec_loss 0.0344, lpips_loss 0.2058, g_loss -0.0044, disc_weight 0.5000, disc_adaptive_weight 2.5345, d_loss 0.5189, logits_real 0.0042, logits_fake 0.0044,
Train Epoch: [1/5] Iters:[1300/20018] gen_loss 0.2302, rec_loss 0.0346, lpips_loss 0.2057, g_loss -0.0040, disc_weight 0.5000, disc_adaptive_weight 2.5213, d_loss 0.5187, logits_real 0.0038, logits_fake 0.0040,
Train Epoch: [1/5] Iters:[1310/20018] gen_loss 0.2321, rec_loss 0.0346, lpips_loss 0.2061, g_loss -0.0033, disc_weight 0.5000, disc_adaptive_weight 2.5129, d_loss 0.5184, logits_real 0.0032, logits_fake 0.0034,
Train Epoch: [1/5] Iters:[1320/20018] gen_loss 0.2348, rec_loss 0.0350, lpips_loss 0.2068, g_loss -0.0028, disc_weight 0.5000, disc_adaptive_weight 2.5224, d_loss 0.5185, logits_real 0.0028, logits_fake 0.0029,
Train Epoch: [1/5] Iters:[1330/20018] gen_loss 0.2345, rec_loss 0.0345, lpips_loss 0.2059, g_loss -0.0022, disc_weight 0.5000, disc_adaptive_weight 2.6005, d_loss 0.5180, logits_real 0.0023, logits_fake 0.0024,
Train Epoch: [1/5] Iters:[1340/20018] gen_loss 0.2331, rec_loss 0.0339, lpips_loss 0.2045, g_loss -0.0020, disc_weight 0.5000, disc_adaptive_weight 2.5929, d_loss 0.5177, logits_real 0.0019, logits_fake 0.0021,
Train Epoch: [1/5] Iters:[1350/20018] gen_loss 0.2342, rec_loss 0.0338, lpips_loss 0.2046, g_loss -0.0016, disc_weight 0.5000, disc_adaptive_weight 2.6233, d_loss 0.5175, logits_real 0.0015, logits_fake 0.0017,
Train Epoch: [1/5] Iters:[1360/20018] gen_loss 0.2322, rec_loss 0.0329, lpips_loss 0.2029, g_loss -0.0013, disc_weight 0.5000, disc_adaptive_weight 2.7887, d_loss 0.5173, logits_real 0.0011, logits_fake 0.0014,
Train Epoch: [1/5] Iters:[1370/20018] gen_loss 0.2322, rec_loss 0.0330, lpips_loss 0.2024, g_loss -0.0012, disc_weight 0.5000, disc_adaptive_weight 2.7428, d_loss 0.5167, logits_real 0.0008, logits_fake 0.0011,
Train Epoch: [1/5] Iters:[1380/20018] gen_loss 0.2331, rec_loss 0.0332, lpips_loss 0.2033, g_loss -0.0012, disc_weight 0.5000, disc_adaptive_weight 2.7520, d_loss 0.5164, logits_real 0.0008, logits_fake 0.0012,
Train Epoch: [1/5] Iters:[1390/20018] gen_loss 0.2331, rec_loss 0.0334, lpips_loss 0.2032, g_loss -0.0012, disc_weight 0.5000, disc_adaptive_weight 2.8564, d_loss 0.5163, logits_real 0.0008, logits_fake 0.0012,
Train Epoch: [1/5] Iters:[1400/20018] gen_loss 0.2344, rec_loss 0.0340, lpips_loss 0.2045, g_loss -0.0014, disc_weight 0.5000, disc_adaptive_weight 2.8732, d_loss 0.5160, logits_real 0.0010, logits_fake 0.0013,
Train Epoch: [1/5] Iters:[1410/20018] gen_loss 0.2364, rec_loss 0.0347, lpips_loss 0.2055, g_loss -0.0013, disc_weight 0.5000, disc_adaptive_weight 2.8305, d_loss 0.5161, logits_real 0.0011, logits_fake 0.0013,
Train Epoch: [1/5] Iters:[1420/20018] gen_loss 0.2373, rec_loss 0.0343, lpips_loss 0.2061, g_loss -0.0010, disc_weight 0.5000, disc_adaptive_weight 2.9482, d_loss 0.5160, logits_real 0.0009, logits_fake 0.0012,
Train Epoch: [1/5] Iters:[1430/20018] gen_loss 0.2368, rec_loss 0.0342, lpips_loss 0.2058, g_loss -0.0010, disc_weight 0.5000, disc_adaptive_weight 2.9822, d_loss 0.5159, logits_real 0.0007, logits_fake 0.0010,
Train Epoch: [1/5] Iters:[1440/20018] gen_loss 0.2379, rec_loss 0.0341, lpips_loss 0.2061, g_loss -0.0008, disc_weight 0.5000, disc_adaptive_weight 2.9003, d_loss 0.5157, logits_real 0.0005, logits_fake 0.0008,
Train Epoch: [1/5] Iters:[1450/20018] gen_loss 0.2357, rec_loss 0.0331, lpips_loss 0.2044, g_loss -0.0006, disc_weight 0.5000, disc_adaptive_weight 2.8996, d_loss 0.5154, logits_real 0.0003, logits_fake 0.0006,
Train Epoch: [1/5] Iters:[1460/20018] gen_loss 0.2354, rec_loss 0.0326, lpips_loss 0.2044, g_loss -0.0005, disc_weight 0.5000, disc_adaptive_weight 2.9043, d_loss 0.5151, logits_real 0.0002, logits_fake 0.0006,
Train Epoch: [1/5] Iters:[1470/20018] gen_loss 0.2342, rec_loss 0.0328, lpips_loss 0.2036, g_loss -0.0007, disc_weight 0.5000, disc_adaptive_weight 2.7845, d_loss 0.5148, logits_real 0.0004, logits_fake 0.0008,
Train Epoch: [1/5] Iters:[1480/20018] gen_loss 0.2343, rec_loss 0.0329, lpips_loss 0.2030, g_loss -0.0006, disc_weight 0.5000, disc_adaptive_weight 2.8384, d_loss 0.5146, logits_real 0.0005, logits_fake 0.0008,
Train Epoch: [1/5] Iters:[1490/20018] gen_loss 0.2347, rec_loss 0.0329, lpips_loss 0.2031, g_loss -0.0005, disc_weight 0.5000, disc_adaptive_weight 2.9562, d_loss 0.5145, logits_real 0.0004, logits_fake 0.0009,
Train Epoch: [1/5] Iters:[1500/20018] gen_loss 0.2341, rec_loss 0.0329, lpips_loss 0.2030, g_loss -0.0007, disc_weight 0.5000, disc_adaptive_weight 2.8284, d_loss 0.5144, logits_real 0.0006, logits_fake 0.0011,
Train Epoch: [1/5] Iters:[1510/20018] gen_loss 0.2361, rec_loss 0.0337, lpips_loss 0.2044, g_loss -0.0007, disc_weight 0.5000, disc_adaptive_weight 2.8424, d_loss 0.5140, logits_real 0.0008, logits_fake 0.0011,
Train Epoch: [1/5] Iters:[1520/20018] gen_loss 0.2368, rec_loss 0.0338, lpips_loss 0.2044, g_loss -0.0005, disc_weight 0.5000, disc_adaptive_weight 2.8388, d_loss 0.5138, logits_real 0.0008, logits_fake 0.0010,
Train Epoch: [1/5] Iters:[1530/20018] gen_loss 0.2373, rec_loss 0.0339, lpips_loss 0.2056, g_loss -0.0008, disc_weight 0.5000, disc_adaptive_weight 2.7874, d_loss 0.5137, logits_real 0.0009, logits_fake 0.0011,
Train Epoch: [1/5] Iters:[1540/20018] gen_loss 0.2373, rec_loss 0.0345, lpips_loss 0.2060, g_loss -0.0012, disc_weight 0.5000, disc_adaptive_weight 2.6959, d_loss 0.5134, logits_real 0.0011, logits_fake 0.0014,
Train Epoch: [1/5] Iters:[1550/20018] gen_loss 0.2378, rec_loss 0.0351, lpips_loss 0.2063, g_loss -0.0014, disc_weight 0.5000, disc_adaptive_weight 2.7305, d_loss 0.5134, logits_real 0.0011, logits_fake 0.0014,
Train Epoch: [1/5] Iters:[1560/20018] gen_loss 0.2360, rec_loss 0.0343, lpips_loss 0.2053, g_loss -0.0014, disc_weight 0.5000, disc_adaptive_weight 2.7047, d_loss 0.5133, logits_real 0.0012, logits_fake 0.0013,
Train Epoch: [1/5] Iters:[1570/20018] gen_loss 0.2367, rec_loss 0.0343, lpips_loss 0.2061, g_loss -0.0014, disc_weight 0.5000, disc_adaptive_weight 2.7324, d_loss 0.5134, logits_real 0.0010, logits_fake 0.0013,
Train Epoch: [1/5] Iters:[1580/20018] gen_loss 0.2362, rec_loss 0.0343, lpips_loss 0.2048, g_loss -0.0010, disc_weight 0.5000, disc_adaptive_weight 2.5889, d_loss 0.5132, logits_real 0.0007, logits_fake 0.0010,
Train Epoch: [1/5] Iters:[1590/20018] gen_loss 0.2363, rec_loss 0.0339, lpips_loss 0.2039, g_loss -0.0005, disc_weight 0.5000, disc_adaptive_weight 2.6427, d_loss 0.5129, logits_real 0.0002, logits_fake 0.0003,
Train Epoch: [1/5] Iters:[1600/20018] gen_loss 0.2384, rec_loss 0.0340, lpips_loss 0.2053, g_loss -0.0002, disc_weight 0.5000, disc_adaptive_weight 2.7238, d_loss 0.5127, logits_real -0.0001, logits_fake 0.0001,
Train Epoch: [1/5] Iters:[1610/20018] gen_loss 0.2390, rec_loss 0.0342, lpips_loss 0.2050, g_loss 0.0000, disc_weight 0.5000, disc_adaptive_weight 2.6642, d_loss 0.5125, logits_real -0.0002, logits_fake -0.0001,
Train Epoch: [1/5] Iters:[1620/20018] gen_loss 0.2401, rec_loss 0.0348, lpips_loss 0.2047, g_loss 0.0003, disc_weight 0.5000, disc_adaptive_weight 2.5844, d_loss 0.5122, logits_real -0.0004, logits_fake -0.0004,
Train Epoch: [1/5] Iters:[1630/20018] gen_loss 0.2407, rec_loss 0.0345, lpips_loss 0.2051, g_loss 0.0004, disc_weight 0.5000, disc_adaptive_weight 2.7331, d_loss 0.5119, logits_real -0.0006, logits_fake -0.0006,
Train Epoch: [1/5] Iters:[1640/20018] gen_loss 0.2418, rec_loss 0.0345, lpips_loss 0.2054, g_loss 0.0007, disc_weight 0.5000, disc_adaptive_weight 2.8214, d_loss 0.5118, logits_real -0.0008, logits_fake -0.0008,
Train Epoch: [1/5] Iters:[1650/20018] gen_loss 0.2415, rec_loss 0.0342, lpips_loss 0.2035, g_loss 0.0013, disc_weight 0.5000, disc_adaptive_weight 2.7802, d_loss 0.5117, logits_real -0.0013, logits_fake -0.0013,
Train Epoch: [1/5] Iters:[1660/20018] gen_loss 0.2425, rec_loss 0.0339, lpips_loss 0.2029, g_loss 0.0019, disc_weight 0.5000, disc_adaptive_weight 2.9053, d_loss 0.5116, logits_real -0.0021, logits_fake -0.0019,
Train Epoch: [1/5] Iters:[1670/20018] gen_loss 0.2443, rec_loss 0.0334, lpips_loss 0.2033, g_loss 0.0024, disc_weight 0.5000, disc_adaptive_weight 3.0273, d_loss 0.5115, logits_real -0.0027, logits_fake -0.0024,
Train Epoch: [1/5] Iters:[1680/20018] gen_loss 0.2477, rec_loss 0.0342, lpips_loss 0.2038, g_loss 0.0032, disc_weight 0.5000, disc_adaptive_weight 3.0319, d_loss 0.5114, logits_real -0.0033, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[1690/20018] gen_loss 0.2497, rec_loss 0.0342, lpips_loss 0.2047, g_loss 0.0036, disc_weight 0.5000, disc_adaptive_weight 2.9274, d_loss 0.5112, logits_real -0.0038, logits_fake -0.0033,
Train Epoch: [1/5] Iters:[1700/20018] gen_loss 0.2512, rec_loss 0.0342, lpips_loss 0.2050, g_loss 0.0041, disc_weight 0.5000, disc_adaptive_weight 2.9728, d_loss 0.5110, logits_real -0.0042, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[1710/20018] gen_loss 0.2517, rec_loss 0.0344, lpips_loss 0.2054, g_loss 0.0041, disc_weight 0.5000, disc_adaptive_weight 2.8782, d_loss 0.5108, logits_real -0.0043, logits_fake -0.0039,
Train Epoch: [1/5] Iters:[1720/20018] gen_loss 0.2496, rec_loss 0.0341, lpips_loss 0.2043, g_loss 0.0039, disc_weight 0.5000, disc_adaptive_weight 2.8452, d_loss 0.5107, logits_real -0.0042, logits_fake -0.0037,
Train Epoch: [1/5] Iters:[1730/20018] gen_loss 0.2488, rec_loss 0.0337, lpips_loss 0.2043, g_loss 0.0037, disc_weight 0.5000, disc_adaptive_weight 2.9222, d_loss 0.5106, logits_real -0.0042, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[1740/20018] gen_loss 0.2486, rec_loss 0.0339, lpips_loss 0.2045, g_loss 0.0035, disc_weight 0.5000, disc_adaptive_weight 2.8877, d_loss 0.5107, logits_real -0.0043, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[1750/20018] gen_loss 0.2492, rec_loss 0.0342, lpips_loss 0.2049, g_loss 0.0036, disc_weight 0.5000, disc_adaptive_weight 2.8059, d_loss 0.5107, logits_real -0.0046, logits_fake -0.0040,
Train Epoch: [1/5] Iters:[1760/20018] gen_loss 0.2483, rec_loss 0.0335, lpips_loss 0.2043, g_loss 0.0038, disc_weight 0.5000, disc_adaptive_weight 2.7632, d_loss 0.5107, logits_real -0.0048, logits_fake -0.0043,
Train Epoch: [1/5] Iters:[1770/20018] gen_loss 0.2511, rec_loss 0.0342, lpips_loss 0.2055, g_loss 0.0041, disc_weight 0.5000, disc_adaptive_weight 2.7985, d_loss 0.5106, logits_real -0.0051, logits_fake -0.0046,
Train Epoch: [1/5] Iters:[1780/20018] gen_loss 0.2497, rec_loss 0.0338, lpips_loss 0.2048, g_loss 0.0042, disc_weight 0.5000, disc_adaptive_weight 2.6267, d_loss 0.5104, logits_real -0.0050, logits_fake -0.0045,
Train Epoch: [1/5] Iters:[1790/20018] gen_loss 0.2502, rec_loss 0.0336, lpips_loss 0.2044, g_loss 0.0047, disc_weight 0.5000, disc_adaptive_weight 2.6260, d_loss 0.5102, logits_real -0.0051, logits_fake -0.0047,
Train Epoch: [1/5] Iters:[1800/20018] gen_loss 0.2506, rec_loss 0.0333, lpips_loss 0.2048, g_loss 0.0046, disc_weight 0.5000, disc_adaptive_weight 2.7437, d_loss 0.5099, logits_real -0.0048, logits_fake -0.0044,
Train Epoch: [1/5] Iters:[1810/20018] gen_loss 0.2529, rec_loss 0.0344, lpips_loss 0.2065, g_loss 0.0043, disc_weight 0.5000, disc_adaptive_weight 2.7881, d_loss 0.5096, logits_real -0.0045, logits_fake -0.0043,
Train Epoch: [1/5] Iters:[1820/20018] gen_loss 0.2498, rec_loss 0.0334, lpips_loss 0.2051, g_loss 0.0042, disc_weight 0.5000, disc_adaptive_weight 2.6673, d_loss 0.5094, logits_real -0.0043, logits_fake -0.0042,
Train Epoch: [1/5] Iters:[1830/20018] gen_loss 0.2524, rec_loss 0.0338, lpips_loss 0.2064, g_loss 0.0042, disc_weight 0.5000, disc_adaptive_weight 2.8922, d_loss 0.5092, logits_real -0.0042, logits_fake -0.0043,
Train Epoch: [1/5] Iters:[1840/20018] gen_loss 0.2521, rec_loss 0.0342, lpips_loss 0.2064, g_loss 0.0039, disc_weight 0.5000, disc_adaptive_weight 2.9468, d_loss 0.5092, logits_real -0.0039, logits_fake -0.0041,
Train Epoch: [1/5] Iters:[1850/20018] gen_loss 0.2517, rec_loss 0.0349, lpips_loss 0.2065, g_loss 0.0037, disc_weight 0.5000, disc_adaptive_weight 2.8459, d_loss 0.5091, logits_real -0.0038, logits_fake -0.0040,
Train Epoch: [1/5] Iters:[1860/20018] gen_loss 0.2497, rec_loss 0.0341, lpips_loss 0.2047, g_loss 0.0038, disc_weight 0.5000, disc_adaptive_weight 2.8216, d_loss 0.5091, logits_real -0.0037, logits_fake -0.0039,
Train Epoch: [1/5] Iters:[1870/20018] gen_loss 0.2527, rec_loss 0.0352, lpips_loss 0.2070, g_loss 0.0037, disc_weight 0.5000, disc_adaptive_weight 2.8690, d_loss 0.5091, logits_real -0.0035, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[1880/20018] gen_loss 0.2522, rec_loss 0.0352, lpips_loss 0.2065, g_loss 0.0038, disc_weight 0.5000, disc_adaptive_weight 2.7597, d_loss 0.5092, logits_real -0.0036, logits_fake -0.0036,
Train Epoch: [1/5] Iters:[1890/20018] gen_loss 0.2503, rec_loss 0.0344, lpips_loss 0.2061, g_loss 0.0035, disc_weight 0.5000, disc_adaptive_weight 2.7131, d_loss 0.5090, logits_real -0.0035, logits_fake -0.0034,
Train Epoch: [1/5] Iters:[1900/20018] gen_loss 0.2495, rec_loss 0.0341, lpips_loss 0.2054, g_loss 0.0036, disc_weight 0.5000, disc_adaptive_weight 2.7527, d_loss 0.5090, logits_real -0.0035, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[1910/20018] gen_loss 0.2510, rec_loss 0.0344, lpips_loss 0.2065, g_loss 0.0036, disc_weight 0.5000, disc_adaptive_weight 2.7895, d_loss 0.5090, logits_real -0.0036, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[1920/20018] gen_loss 0.2495, rec_loss 0.0341, lpips_loss 0.2045, g_loss 0.0038, disc_weight 0.5000, disc_adaptive_weight 2.8809, d_loss 0.5089, logits_real -0.0038, logits_fake -0.0034,
